2.000000000000000179e+33 1.416085432570420951e+07 1.720050263758254424e+07 1.212674845599947684e+07 2.225874449790240228e+08 1.407686486684159636e+08 2.773398626114245057e+08
2.000000000000000179e+33 1.335187375221358240e+07 1.823515424883151799e+07 1.595129738669302315e+07 2.439110032225657701e+08 1.138058332383603007e+08 1.746545978083900511e+08
2.000000000000000179e+33 1.683113505513948947e+07 1.553668801015209034e+07 1.756141791833898425e+07 1.426704210115483403e+08 1.831972537559085488e+08 1.198065645350970626e+08
2.000000000000000179e+33 1.137766807276523113e+07 1.586434339594003558e+07 1.433579752663573064e+07 2.957580649498414993e+08 1.771506718020244837e+08 2.175585078512709439e+08
2.000000000000000179e+33 1.503663904143423215e+07 1.847289183760686591e+07 1.437395947315279022e+07 1.989617896172475815e+08 1.015915203335298151e+08 2.177395955121605992e+08
2.000000000000000179e+33 1.580377929797282256e+07 1.615895268486409821e+07 1.385682555706032738e+07 1.557271046223192513e+08 1.361638311734605730e+08 2.629670888990946412e+08
2.000000000000000179e+33 1.755772199812825024e+07 1.244727078426074237e+07 1.558979619995534234e+07 1.301445908101995587e+08 2.697190484527720213e+08 1.838917384623425007e+08
2.000000000000000179e+33 1.736938947524647415e+07 1.657855633654597774e+07 1.303912319612368569e+07 1.314612102182179242e+08 1.543374603291127682e+08 2.567218367655115426e+08
2.000000000000000179e+33 1.320153498414045013e+07 1.518126117222486250e+07 1.730479043120180443e+07 2.614007625588327646e+08 1.938116259706084728e+08 1.213129592368209958e+08
2.000000000000000179e+33 1.700189299851809442e+07 1.569662382784832828e+07 1.445039998866012320e+07 1.085781185333565474e+08 1.681867806803193092e+08 2.250989773818952739e+08
2.000000000000000179e+33 1.572567206469321996e+07 1.247606597820256278e+07 1.376249306879268028e+07 1.750039560034951866e+08 2.869378455126212835e+08 2.426263862196690440e+08
2.000000000000000179e+33 1.694147987563586235e+07 1.408185070205759816e+07 1.197025812422079593e+07 1.477213532031539083e+08 2.247232039107191563e+08 2.815825120812028646e+08
2.000000000000000179e+33 1.681242783102540672e+07 1.549690750024363212e+07 1.376484876440720819e+07 1.194071286754682213e+08 1.779041120745356679e+08 2.549232266755402982e+08
2.000000000000000179e+33 1.847245796126192436e+07 1.537997835489102453e+07 1.387382407078722306e+07 1.053886579094887972e+08 1.896470274017313719e+08 2.306840334084644914e+08
2.000000000000000179e+33 1.625213303864297643e+07 1.316162269275944121e+07 1.427953852850146219e+07 1.464456826514649987e+08 2.786282596815803051e+08 2.308144750527796447e+08
2.000000000000000179e+33 1.544939128661276214e+07 1.437767215554783680e+07 1.179278501047392562e+07 1.863729898016671240e+08 2.188710109334267378e+08 2.972532237995482683e+08
2.000000000000000179e+33 1.435706218878712878e+07 1.731703026467909664e+07 1.180844556382618658e+07 2.160895338097502589e+08 1.420162632658948898e+08 2.798687246432224512e+08
2.000000000000000179e+33 1.338681300890829414e+07 1.313976149442094006e+07 1.440900938287090510e+07 2.637064741439484358e+08 2.734628018398846388e+08 2.233388495427747667e+08
2.000000000000000179e+33 1.664322303738615476e+07 1.427089406333442964e+07 1.757702035271877050e+07 1.477030818862634301e+08 2.232043931946640611e+08 1.179842180292563289e+08
2.000000000000000179e+33 1.596709288089055568e+07 1.670156731953460909e+07 1.152656211540154740e+07 1.757432364011117518e+08 1.573210422358430326e+08 2.871212717071608901e+08
2.000000000000000179e+33 1.395034783370405063e+07 1.454027505647725612e+07 1.849395623377789184e+07 2.285458815587184429e+08 2.125024786388986111e+08 1.049798933176798373e+08
2.000000000000000179e+33 1.496912453124642745e+07 1.511198175567867234e+07 1.197611911833788082e+07 2.010203018676551282e+08 1.962994830823733211e+08 2.999262986337491274e+08
2.000000000000000179e+33 1.541839883158275671e+07 1.465961329076174833e+07 1.620997407108538598e+07 1.684167290585678518e+08 2.256944447527879477e+08 1.086638488577167094e+08
2.000000000000000179e+33 1.551770436169880815e+07 1.440250542513697781e+07 1.661871079603402689e+07 1.712618858416220844e+08 2.331673220698394179e+08 1.101442848710468411e+08
2.000000000000000179e+33 1.617579484810910933e+07 1.370171677380827442e+07 1.372332590461890772e+07 1.457526783767523766e+08 2.598985340364024043e+08 2.589015595463640988e+08
2.000000000000000179e+33 1.607939693072072975e+07 1.419151839948281832e+07 1.256664274069829471e+07 1.612017977794617414e+08 2.290603315015037060e+08 2.874654025170920491e+08
2.000000000000000179e+33 1.452532082284207642e+07 1.656353469379822537e+07 1.289967478782795183e+07 2.178378642411623001e+08 1.412442741404660940e+08 2.789276585110261440e+08
2.000000000000000179e+33 1.596564718018989451e+07 1.477663580589918606e+07 1.566572110497205891e+07 1.191226051801434010e+08 2.187077790786465704e+08 1.442427941060746312e+08
2.000000000000000179e+33 1.364214573985937238e+07 1.360089640338113159e+07 1.294219984515192918e+07 2.479003387667427063e+08 2.493554707711203098e+08 2.725919764918436408e+08
2.000000000000000179e+33 1.584431957446384989e+07 1.661344459759940952e+07 1.219466157926337048e+07 1.747553473968692422e+08 1.517589671106942892e+08 2.838779485962798595e+08
2.000000000000000179e+33 1.248392092033055797e+07 1.589763901067428663e+07 1.222115035606114566e+07 2.652736718184888959e+08 1.767128963999318182e+08 2.720906274993628860e+08
2.000000000000000179e+33 1.259907847657266073e+07 1.466455474205317348e+07 1.246662258418906294e+07 2.684722505341523886e+08 2.095666149511794150e+08 2.722497805198336840e+08
2.000000000000000179e+33 1.374258041216762550e+07 1.292936362157867476e+07 1.470479400810380466e+07 2.515241330941195190e+08 2.848465741934412718e+08 2.120963860940496325e+08
2.000000000000000179e+33 1.736974840693280846e+07 1.431559258478372172e+07 1.411625810923926346e+07 1.095563356212045848e+08 2.261210491287124753e+08 2.337288358256136775e+08
